customer_id,age,gender,city,state,employment_type,occupation_category,monthly_income,credit_score,debt_to_income_ratio,years_employed,bank_account_age_months,customer_since_date,acquisition_channel
CUST0008000,22,Male,Noida,Uttar Pradesh,Gig Worker,Transport and Logistics,63741,612,0.85,2.0,61.0,2024-12-03,Website
CUST0008001,44,Other,Hubballi,Karnataka,Salaried,Healthcare,70893,723,0.291,6.4,26.0,2025-07-05,Social Media
CUST0008002,29,Male,Chennai,Tamil Nadu,Gig Worker,Delivery and Mobility,30595,524,0.664,1.3,71.0,2024-02-06,Website
CUST0008003,32,Female,Bengaluru,Karnataka,Self-employed,Transport and Logistics,83233,672,0.104,4.4,54.0,2024-06-15,Mobile App
CUST0008004,32,Male,Surat,Gujarat,Self-employed,Professional Services,19183,575,0.52,1.4,101.0,2024-11-04,Partner Marketplace
CUST0008005,43,Female,Pune,Maharashtra,Salaried,Manufacturing,53898,651,0.275,3.1,4.0,2025-10-19,Social Media
CUST0008006,22,Male,Kochi,Kerala,Small Business Owner,Food and Hospitality,116227,721,0.708,2.0,75.0,2025-10-10,Partner Marketplace
CUST0008007,38,Male,Rajkot,Gujarat,Salaried,Education,61888,668,0.624,2.3,51.0,2025-04-16,Paid Search
CUST0008008,25,Male,Warangal,Telangana,Gig Worker,Freelance Services,31834,584,0.365,4.5,62.0,2024-07-16,DSA Agent
CUST0008009,21,Male,Rohini,Delhi,Salaried,Manufacturing,41175,676,0.35,1.0,44.0,2025-10-15,Mobile App
CUST0008010,39,Other,Hyderabad,Telangana,Salaried,Education,124936,729,0.593,5.4,55.0,2026-01-02,DSA Agent
CUST0008011,24,Female,Durgapur,West Bengal,Salaried,Finance and Accounting,75598,664,0.485,4.0,122.0,2024-06-13,DSA Agent
CUST0008012,41,Female,Gwalior,Madhya Pradesh,Salaried,Healthcare,69390,670,0.625,6.8,73.0,2026-06-01,Social Media
CUST0008013,44,Male,Coimbatore,Tamil Nadu,Contract Worker,Operations Support,53771,682,0.475,7.0,155.0,2025-11-07,Mobile App
CUST0008014,38,Female,Nashik,Maharashtra,Salaried,Education,85361,749,0.263,2.2,47.0,2026-03-19,Partner Marketplace
CUST0008015,30,Male,Hubballi,Karnataka,Self-employed,Small Business,75727,637,0.7,5.0,211.0,2025-10-04,Mobile App
CUST0008016,28,Female,Nashik,Maharashtra,Self-employed,Transport and Logistics,50191,700,0.234,3.7,24.0,2026-05-19,DSA Agent
CUST0008017,45,Male,Ahmedabad,Gujarat,Salaried,IT and Services,66876,659,0.237,1.2,21.0,2024-11-03,Website
CUST0008018,40,Male,Kolkata,West Bengal,Self-employed,Sales and Retail,134375,630,0.603,1.8,90.0,2025-01-28,Referral
CUST0008019,29,Male,Mysuru,Karnataka,Self-employed,Professional Services,57544,586,0.365,3.3,48.0,2026-06-03,Mobile App
CUST0008020,33,Female,Salem,Tamil Nadu,Salaried,Education,86487,764,0.387,11.5,72.0,2025-07-29,Mobile App
CUST0008021,21,Male,Coimbatore,Tamil Nadu,Small Business Owner,Trading,12000,611,0.555,1.0,21.0,2024-07-21,Mobile App
CUST0008022,36,Other,Howrah,West Bengal,Self-employed,Other Services,98766,703,0.147,3.4,72.0,2025-02-21,Mobile App
CUST0008023,32,Male,Lucknow,Uttar Pradesh,Self-employed,Sales and Retail,65837,677,0.37,6.2,48.0,2025-10-24,Website
CUST0008024,27,Female,Nagpur,Maharashtra,Self-employed,Other Services,34666,563,0.606,4.1,59.0,2025-01-26,DSA Agent
CUST0008025,21,Female,Hyderabad,Telangana,Salaried,Manufacturing,129610,679,0.309,1.0,77.0,2026-02-17,Mobile App
CUST0008026,45,Female,Udaipur,Rajasthan,Salaried,Finance and Accounting,29535,594,0.361,2.7,40.0,2026-03-29,Partner Marketplace
CUST0008027,28,Male,Ghaziabad,Uttar Pradesh,Salaried,Sales and Retail,30957,581,0.783,2.8,115.0,2024-09-08,Mobile App
CUST0008028,50,Male,Bengaluru,Karnataka,Self-employed,Sales and Retail,105260,706,0.136,9.5,64.0,2026-05-13,Social Media
CUST0008029,34,Female,Thiruvananthapuram,Kerala,Small Business Owner,Services Business,57390,701,0.318,4.7,106.0,2026-05-03,Mobile App
CUST0008030,34,Female,Noida,Uttar Pradesh,Small Business Owner,Trading,12000,611,0.251,1.8,23.0,2025-06-02,Mobile App
CUST0008031,24,Female,Coimbatore,Tamil Nadu,Salaried,Manufacturing,57949,641,0.302,4.0,82.0,2024-03-21,Mobile App
CUST0008032,21,Female,Lucknow,Uttar Pradesh,Contract Worker,Operations Support,24106,567,0.526,1.0,100.0,2025-04-07,Mobile App
CUST0008033,37,Male,Hyderabad,Telangana,Salaried,Healthcare,43665,724,0.366,2.7,52.0,2026-06-11,Mobile App
CUST0008034,44,Male,Nashik,Maharashtra,Gig Worker,Transport and Logistics,51263,647,0.284,8.0,64.0,2024-04-18,Partner Marketplace
CUST0008035,41,Female,New Delhi,Delhi,Salaried,IT and Services,66783,690,0.481,8.2,41.0,2024-01-29,Paid Search
CUST0008036,34,Male,Mysuru,Karnataka,Salaried,Sales and Retail,22382,677,0.543,2.9,66.0,2025-10-15,Mobile App
CUST0008037,37,Male,Kolkata,West Bengal,Salaried,IT and Services,12000,674,0.067,1.1,108.0,2024-03-22,Referral
CUST0008038,36,Female,Warangal,Telangana,Salaried,Sales and Retail,43170,652,0.394,3.6,58.0,2025-10-13,DSA Agent
CUST0008039,35,Male,Mysuru,Karnataka,Self-employed,Transport and Logistics,67156,684,0.473,2.9,43.0,2024-05-30,Mobile App
CUST0008040,27,Male,Salem,Tamil Nadu,Small Business Owner,Food and Hospitality,73641,690,0.561,4.3,22.0,2025-01-21,DSA Agent
CUST0008041,46,Male,Kanpur,Uttar Pradesh,Salaried,Manufacturing,67010,685,0.345,3.8,80.0,2026-06-29,Paid Search
CUST0008042,21,Female,Surat,Gujarat,Salaried,Healthcare,46367,641,0.386,1.0,74.0,2024-12-02,Website
CUST0008043,41,Male,Chennai,Tamil Nadu,Small Business Owner,Services Business,145052,727,0.33,8.7,64.0,2024-04-16,Website
CUST0008044,38,Male,Indore,Madhya Pradesh,Self-employed,Other Services,26731,561,0.822,,56.0,2026-02-10,Website
CUST0008045,40,Male,Warangal,Telangana,Contract Worker,Operations Support,14201,530,0.824,1.5,85.0,2024-12-21,Partner Marketplace
CUST0008046,37,Male,Saket,Delhi,Self-employed,Small Business,56891,731,0.218,6.3,96.0,2024-05-18,Website
CUST0008047,32,Female,Ahmedabad,Gujarat,Salaried,Manufacturing,111259,807,0.259,5.1,64.0,2026-05-14,Mobile App
CUST0008048,34,Female,Ghaziabad,Uttar Pradesh,Contract Worker,Manufacturing,28988,529,0.359,4.1,26.0,2025-11-22,Referral
CUST0008049,31,Female,Salem,Tamil Nadu,Salaried,Education,45145,622,0.768,1.3,69.0,2025-07-05,Website
CUST0008050,27,Female,Rajkot,Gujarat,Gig Worker,Transport and Logistics,54103,606,0.497,2.0,29.0,2025-09-06,Website
CUST0008051,37,Female,Coimbatore,Tamil Nadu,Gig Worker,Delivery and Mobility,43201,644,0.407,5.4,104.0,2024-02-10,Mobile App
CUST0008052,21,Female,Ghaziabad,Uttar Pradesh,Self-employed,Professional Services,86774,615,0.85,1.0,69.0,2025-11-02,Referral
CUST0008053,44,Female,Warangal,Telangana,Self-employed,Sales and Retail,41382,657,0.403,1.5,107.0,2025-04-23,DSA Agent
CUST0008054,27,Male,Visakhapatnam,Andhra Pradesh,Salaried,Manufacturing,41672,640,0.385,4.5,107.0,2025-05-27,Mobile App
CUST0008055,25,Male,Mysuru,Karnataka,Self-employed,Other Services,42696,734,0.304,,110.0,2025-01-11,Website
CUST0008056,42,Female,Kanpur,Uttar Pradesh,Salaried,Healthcare,49523,700,0.239,1.3,62.0,2026-06-17,Mobile App
CUST0008057,42,Male,Hyderabad,Telangana,Self-employed,Other Services,24297,632,0.711,3.1,102.0,2026-03-28,Partner Marketplace
CUST0008058,45,Female,Hyderabad,Telangana,Small Business Owner,Retail Business,32297,602,0.61,5.9,26.0,2025-08-25,Website
CUST0008059,35,Male,Kota,Rajasthan,Salaried,Finance and Accounting,72221,703,0.436,3.3,61.0,2024-02-26,Partner Marketplace
CUST0008060,21,Female,Chennai,Tamil Nadu,Salaried,Sales and Retail,78732,673,0.465,1.0,31.0,2025-08-19,Referral
CUST0008061,43,Female,Lucknow,Uttar Pradesh,Salaried,Finance and Accounting,39616,650,0.707,0.7,61.0,2025-12-02,Mobile App
CUST0008062,33,Male,Noida,Uttar Pradesh,Contract Worker,Sales and Retail,60102,618,0.623,4.1,41.0,2025-10-01,Referral
CUST0008063,39,Male,Nashik,Maharashtra,Salaried,Manufacturing,47131,664,0.383,4.7,82.0,2026-06-30,DSA Agent
CUST0008064,43,Female,Chennai,Tamil Nadu,Gig Worker,Freelance Services,22015,486,0.267,5.8,13.0,2024-10-27,Partner Marketplace
CUST0008065,28,Male,Siliguri,West Bengal,Salaried,Finance and Accounting,39899,624,0.46,8.0,49.0,2025-03-08,Referral
CUST0008066,33,Male,Lucknow,Uttar Pradesh,Small Business Owner,Food and Hospitality,102145,731,0.362,7.0,43.0,2024-04-16,Mobile App
CUST0008067,25,Male,Ghaziabad,Uttar Pradesh,Small Business Owner,Retail Business,12000,693,0.164,2.3,86.0,2024-09-29,Partner Marketplace
CUST0008068,47,Male,Nizamabad,Telangana,Salaried,Sales and Retail,49899,661,0.106,8.6,59.0,2024-09-09,Mobile App
CUST0008069,48,Female,Thrissur,Kerala,Salaried,IT and Services,27763,618,0.352,2.8,56.0,2024-03-05,Partner Marketplace
CUST0008070,21,Female,New Delhi,Delhi,Self-employed,Small Business,64537,603,0.814,1.0,51.0,2024-10-01,DSA Agent
CUST0008071,35,Female,Dwarka,Delhi,Gig Worker,Delivery and Mobility,21954,673,0.515,8.0,65.0,2025-05-02,Paid Search
CUST0008072,45,Male,Kolkata,West Bengal,Salaried,IT and Services,109566,669,0.327,1.9,38.0,2024-09-05,Partner Marketplace
CUST0008073,26,Male,Ahmedabad,Gujarat,Salaried,Finance and Accounting,39437,730,0.094,6.0,39.0,2024-11-15,Referral
CUST0008074,40,Female,Rajkot,Gujarat,Salaried,IT and Services,56022,673,0.179,2.5,61.0,2025-05-09,Mobile App
CUST0008075,33,Male,Hubballi,Karnataka,Contract Worker,Sales and Retail,51872,631,0.642,11.3,85.0,2025-01-07,Mobile App
CUST0008076,36,Female,Bhopal,Madhya Pradesh,Contract Worker,Sales and Retail,19519,520,0.426,1.6,18.0,2025-01-07,Website
CUST0008077,21,Female,Jabalpur,Madhya Pradesh,Gig Worker,Delivery and Mobility,12000,554,0.362,1.0,158.0,2024-12-23,Website
CUST0008078,44,Male,Mysuru,Karnataka,Salaried,Finance and Accounting,45326,693,0.366,10.5,90.0,2025-06-08,Mobile App
CUST0008079,37,Male,Chennai,Tamil Nadu,Salaried,Education,126793,726,0.438,12.9,37.0,2024-09-25,Mobile App
CUST0008080,41,Male,Jaipur,Rajasthan,Salaried,Manufacturing,52926,703,0.306,6.6,89.0,2024-03-30,Mobile App
CUST0008081,53,Male,Mumbai,Maharashtra,Contract Worker,Operations Support,34614,631,0.588,4.4,60.0,2025-09-20,Referral
CUST0008082,23,Female,Kota,Rajasthan,Self-employed,Small Business,70134,666,0.507,3.0,30.0,2026-04-21,Mobile App
CUST0008083,30,Female,Nagpur,Maharashtra,Salaried,Education,32855,592,0.164,8.3,23.0,2025-07-14,Mobile App
CUST0008084,37,Male,Vadodara,Gujarat,Salaried,IT and Services,45199,736,0.483,15.5,50.0,2025-08-07,Mobile App
CUST0008085,35,Female,Vijayawada,Andhra Pradesh,Contract Worker,Sales and Retail,37734,673,0.656,2.3,45.0,2024-02-10,Website
CUST0008086,34,Female,Warangal,Telangana,Self-employed,Sales and Retail,40716,674,0.297,4.5,86.0,2025-10-14,Website
CUST0008087,35,Male,Udaipur,Rajasthan,Salaried,Healthcare,85759,750,0.297,8.2,60.0,2024-03-28,Mobile App
CUST0008088,41,Female,Ahmedabad,Gujarat,Contract Worker,Operations Support,43562,571,0.285,3.9,10.0,2026-02-23,Paid Search
CUST0008089,36,Male,Pune,Maharashtra,Small Business Owner,Food and Hospitality,20476,581,0.308,6.7,69.0,2026-02-13,Mobile App
CUST0008090,48,Male,Ahmedabad,Gujarat,Self-employed,Professional Services,98511,733,0.394,7.9,85.0,2025-10-24,Mobile App
CUST0008091,45,Female,Rajkot,Gujarat,Contract Worker,Construction,58524,652,0.476,2.5,33.0,2025-08-03,Paid Search
CUST0008092,30,Male,Rajkot,Gujarat,Salaried,,44343,660,0.57,2.0,40.0,2024-08-13,Partner Marketplace
CUST0008093,40,Female,Mumbai,Maharashtra,Salaried,Sales and Retail,81069,705,0.147,6.3,31.0,2026-06-02,Mobile App
CUST0008094,29,Male,Mumbai,Maharashtra,Salaried,Sales and Retail,109779,708,0.464,2.8,35.0,2026-03-02,Paid Search
CUST0008095,42,Male,Coimbatore,Tamil Nadu,Gig Worker,Delivery and Mobility,14702,560,0.595,2.2,38.0,2025-06-08,Paid Search
CUST0008096,33,Male,Surat,Gujarat,Salaried,IT and Services,30844,592,0.584,7.9,56.0,2025-02-28,Mobile App
CUST0008097,35,Male,Chennai,Tamil Nadu,Gig Worker,Other Services,41997,549,0.638,1.0,114.0,2024-01-09,Referral
CUST0008098,36,Male,Mysuru,Karnataka,Self-employed,Professional Services,56123,667,0.567,4.9,72.0,2024-08-30,Social Media
CUST0008099,24,Male,Mumbai,Maharashtra,Salaried,Finance and Accounting,60737,696,0.49,0.5,43.0,2025-01-05,Paid Search
CUST0008100,36,Male,Nizamabad,Telangana,Salaried,Manufacturing,59937,735,0.033,7.2,22.0,2026-05-28,Mobile App
CUST0008101,21,Male,Nagpur,Maharashtra,Gig Worker,Delivery and Mobility,17393,516,0.795,1.0,43.0,2026-02-28,Paid Search
CUST0008102,38,Female,Kochi,Kerala,Self-employed,Small Business,61590,691,0.368,2.2,31.0,2024-09-29,DSA Agent
CUST0008103,32,Female,Hubballi,Karnataka,Self-employed,Other Services,13316,560,0.488,0.8,18.0,2025-11-13,Mobile App
CUST0008104,28,Male,Dwarka,Delhi,Salaried,Healthcare,72432,675,0.225,4.8,49.0,2025-07-14,Paid Search
CUST0008105,35,Male,Salem,Tamil Nadu,Salaried,Healthcare,51170,635,0.611,3.5,61.0,2024-01-05,Website
CUST0008106,41,Male,Rajkot,Gujarat,Contract Worker,Construction,40997,590,0.546,2.2,12.0,2026-01-03,Paid Search
CUST0008107,24,Male,Guntur,Andhra Pradesh,Salaried,Healthcare,33105,586,0.473,4.0,24.0,2024-07-23,Paid Search
CUST0008108,47,Male,Ghaziabad,Uttar Pradesh,Self-employed,Small Business,76878,709,0.406,1.4,30.0,2024-06-11,Mobile App
CUST0008109,24,Male,Pune,Maharashtra,Small Business Owner,Trading,58101,631,0.178,4.0,59.0,2026-04-12,Website
CUST0008110,26,Male,Vadodara,Gujarat,Salaried,Education,22353,665,0.667,6.0,22.0,2025-12-14,Website
CUST0008111,24,Female,Karimnagar,Telangana,Salaried,Education,12000,646,0.406,4.0,66.0,2025-04-14,DSA Agent
CUST0008112,39,Male,Mangaluru,Karnataka,Salaried,Education,74357,702,0.244,5.3,42.0,2024-08-10,Mobile App
CUST0008113,29,Male,Mangaluru,Karnataka,Contract Worker,Other Services,42974,552,0.721,3.1,49.0,2026-02-11,DSA Agent
CUST0008114,27,Female,Mangaluru,Karnataka,Salaried,IT and Services,51799,623,0.718,5.5,55.0,2026-02-10,DSA Agent
CUST0008115,36,Male,Madurai,Tamil Nadu,Small Business Owner,Food and Hospitality,38928,669,0.529,2.9,20.0,2025-05-20,Partner Marketplace
CUST0008116,29,Male,Mangaluru,Karnataka,Gig Worker,Delivery and Mobility,25291,589,0.53,6.2,102.0,2025-03-14,Website
CUST0008117,36,Male,Lucknow,Uttar Pradesh,Gig Worker,Freelance Services,29298,554,0.363,12.7,42.0,2024-07-10,Mobile App
CUST0008118,21,Female,Siliguri,West Bengal,Small Business Owner,Food and Hospitality,114056,690,0.077,1.0,21.0,2025-09-19,Partner Marketplace
CUST0008119,36,Male,Madurai,Tamil Nadu,Self-employed,Other Services,58268,652,0.498,3.7,,2024-05-12,Website
CUST0008120,38,Male,Visakhapatnam,Andhra Pradesh,Salaried,Healthcare,34348,667,0.385,2.9,57.0,2025-07-16,Mobile App
CUST0008121,32,Male,Indore,Madhya Pradesh,Self-employed,Small Business,44438,665,0.155,1.0,43.0,2026-01-11,Website
CUST0008122,50,Female,Mysuru,Karnataka,Salaried,IT and Services,44206,675,0.427,2.7,67.0,2025-08-17,Website
CUST0008123,31,Female,Ahmedabad,Gujarat,Self-employed,Other Services,85736,609,0.442,8.4,38.0,2024-10-07,Mobile App
CUST0008124,22,Male,Nagpur,Maharashtra,Self-employed,Small Business,15715,588,0.775,2.0,27.0,2024-08-04,Mobile App
CUST0008125,34,Male,Howrah,West Bengal,Self-employed,,12000,614,0.476,6.9,63.0,2024-01-12,Mobile App
CUST0008126,24,Female,Mysuru,Karnataka,Salaried,Manufacturing,101997,706,0.261,4.0,12.0,2025-07-28,Mobile App
CUST0008127,46,Male,Nashik,Maharashtra,Self-employed,Other Services,34627,646,0.499,5.5,75.0,2026-04-28,Partner Marketplace
CUST0008128,21,Female,Nagpur,Maharashtra,Small Business Owner,Retail Business,97590,686,0.119,1.0,83.0,2025-03-17,Mobile App
CUST0008129,21,Female,Durgapur,West Bengal,Salaried,IT and Services,75071,618,0.198,1.0,48.0,2026-05-26,Website
CUST0008130,36,Male,Mysuru,Karnataka,Self-employed,Other Services,87785,697,0.346,4.4,138.0,2024-04-16,Referral
CUST0008131,32,Male,Hubballi,Karnataka,Self-employed,Professional Services,43673,680,0.293,5.7,33.0,2024-10-27,Website
CUST0008132,44,Male,Kozhikode,Kerala,Contract Worker,Construction,12000,501,0.583,3.9,38.0,2025-11-21,Mobile App
CUST0008133,28,Female,Vijayawada,Andhra Pradesh,Contract Worker,Construction,32558,580,0.694,5.3,26.0,2025-10-23,Website
CUST0008134,22,Female,Mumbai,Maharashtra,Salaried,Manufacturing,22053,639,0.597,2.0,43.0,2025-08-20,Website
CUST0008135,21,Male,Kanpur,Uttar Pradesh,Small Business Owner,Small Business,83876,607,0.483,1.0,30.0,2026-03-08,Website
CUST0008136,42,Female,Ahmedabad,Gujarat,Salaried,Education,51567,654,0.2,4.8,60.0,2026-05-02,DSA Agent
CUST0008137,28,Male,Warangal,Telangana,Gig Worker,Delivery and Mobility,46537,596,0.745,2.0,79.0,2026-02-11,Mobile App
CUST0008138,35,Female,Rohini,Delhi,Self-employed,Professional Services,93159,618,0.348,15.0,29.0,2024-10-02,DSA Agent
CUST0008139,31,Male,Gwalior,Madhya Pradesh,Self-employed,Transport and Logistics,75513,678,0.613,2.1,103.0,2025-10-05,Mobile App
CUST0008140,33,Female,Bhopal,Madhya Pradesh,Contract Worker,Other Services,60468,739,0.299,11.3,63.0,2025-12-07,Mobile App
CUST0008141,35,Female,Vadodara,Gujarat,Contract Worker,Manufacturing,12000,544,0.667,2.3,22.0,2026-03-17,Website
CUST0008142,38,Female,Siliguri,West Bengal,Salaried,Healthcare,12000,624,0.501,9.2,69.0,2024-03-31,Mobile App
CUST0008143,33,Male,Ahmedabad,Gujarat,Salaried,Finance and Accounting,83837,679,0.393,2.8,,2024-08-12,Mobile App
CUST0008144,33,Male,Pune,Maharashtra,Salaried,Healthcare,55849,685,0.402,5.5,65.0,2024-07-02,Mobile App
CUST0008145,29,Female,Mumbai,Maharashtra,Salaried,Manufacturing,88024,712,0.051,1.9,33.0,2026-01-08,Partner Marketplace
CUST0008146,42,Female,Coimbatore,Tamil Nadu,Contract Worker,Manufacturing,28331,535,0.434,2.5,54.0,2025-11-05,DSA Agent
CUST0008147,46,Male,New Delhi,Delhi,Salaried,IT and Services,79483,730,0.505,7.5,93.0,2024-12-17,Referral
CUST0008148,33,Male,Indore,Madhya Pradesh,Contract Worker,Other Services,20012,517,0.558,4.3,37.0,2026-02-17,Referral
CUST0008149,31,Female,Ahmedabad,Gujarat,Self-employed,Transport and Logistics,12000,663,0.352,11.0,68.0,2024-11-29,Mobile App
CUST0008150,39,Male,Coimbatore,Tamil Nadu,Salaried,Healthcare,38375,679,0.188,2.4,71.0,2025-03-09,Mobile App
CUST0008151,47,Other,Warangal,Telangana,Contract Worker,Sales and Retail,41241,608,0.475,8.1,32.0,2024-01-24,DSA Agent
CUST0008152,30,Female,Lucknow,Uttar Pradesh,Contract Worker,Manufacturing,26507,579,0.785,4.6,47.0,2024-01-05,Mobile App
CUST0008153,21,Male,Karimnagar,Telangana,Contract Worker,Construction,37310,581,0.544,1.0,130.0,2024-06-11,DSA Agent
CUST0008154,32,Female,Guntur,Andhra Pradesh,Salaried,Manufacturing,50641,793,0.15,12.0,149.0,2025-09-14,Website
CUST0008155,27,Male,Rajkot,Gujarat,Self-employed,Sales and Retail,38504,599,0.223,1.6,114.0,2026-05-29,Social Media
CUST0008156,34,Female,Vadodara,Gujarat,Salaried,Finance and Accounting,65807,732,0.104,3.9,181.0,2025-02-14,Paid Search
CUST0008157,36,Male,Mysuru,Karnataka,Salaried,Manufacturing,62897,770,0.318,9.5,124.0,2025-12-31,Social Media
CUST0008158,41,Male,Karimnagar,Telangana,Self-employed,Small Business,32495,580,0.346,2.6,43.0,2025-06-21,Paid Search
CUST0008159,46,Female,Bengaluru,Karnataka,Salaried,Education,58854,648,0.585,4.6,40.0,2025-02-14,Mobile App
CUST0008160,27,Male,Dwarka,Delhi,Salaried,Finance and Accounting,72257,715,0.252,2.4,65.0,2024-03-28,Partner Marketplace
CUST0008161,45,Female,Kota,Rajasthan,Contract Worker,Sales and Retail,28482,601,0.312,6.3,56.0,2024-01-18,Referral
CUST0008162,45,Female,Hyderabad,Telangana,Salaried,IT and Services,54041,719,0.496,5.7,131.0,2024-12-10,Partner Marketplace
CUST0008163,23,Male,Hubballi,Karnataka,Salaried,Manufacturing,71271,684,0.666,3.0,61.0,2024-04-28,Website
CUST0008164,41,Male,Bengaluru,Karnataka,Salaried,Healthcare,69092,666,0.247,1.4,139.0,2025-01-13,Referral
CUST0008165,22,Male,Bhopal,Madhya Pradesh,Contract Worker,Manufacturing,25435,559,0.447,2.0,24.0,2025-07-07,Mobile App
CUST0008166,50,Male,Madurai,Tamil Nadu,Salaried,Education,61271,693,0.498,3.2,90.0,2025-12-30,Partner Marketplace
CUST0008167,36,Female,Mangaluru,Karnataka,Contract Worker,Operations Support,68840,620,0.587,5.9,47.0,2025-01-29,Mobile App
CUST0008168,31,Male,Thiruvananthapuram,Kerala,Salaried,Healthcare,96853,744,0.515,8.9,150.0,2025-06-06,Mobile App
CUST0008169,32,Female,Indore,Madhya Pradesh,Salaried,Sales and Retail,46558,683,0.515,2.2,52.0,2026-03-27,Partner Marketplace
CUST0008170,32,Male,Pune,Maharashtra,Salaried,IT and Services,66369,726,0.223,3.5,78.0,2025-09-04,Partner Marketplace
CUST0008171,48,Male,Nizamabad,Telangana,Self-employed,Other Services,22737,621,0.55,2.2,77.0,2024-05-03,Website
CUST0008172,31,Male,Warangal,Telangana,Salaried,Manufacturing,75999,739,0.446,10.5,46.0,2025-07-11,Partner Marketplace
CUST0008173,37,Male,Lucknow,Uttar Pradesh,Salaried,Healthcare,43878,708,0.612,14.8,157.0,2025-04-19,Paid Search
CUST0008174,32,Male,Kolkata,West Bengal,Salaried,Manufacturing,62865,737,0.354,7.5,16.0,2026-05-30,Mobile App
CUST0008175,29,Male,Nashik,Maharashtra,Contract Worker,Manufacturing,32245,564,0.652,1.8,90.0,2024-03-03,Partner Marketplace
CUST0008176,40,Male,Karimnagar,Telangana,Self-employed,Transport and Logistics,89076,716,0.404,2.3,70.0,2024-11-19,Mobile App
CUST0008177,41,Female,Nagpur,Maharashtra,Self-employed,Transport and Logistics,49793,682,0.292,4.4,62.0,2025-08-04,Referral
CUST0008178,33,Female,Hubballi,Karnataka,Salaried,Manufacturing,49218,634,0.514,0.8,63.0,2026-05-24,Mobile App
CUST0008179,35,Male,Durgapur,West Bengal,Salaried,Manufacturing,69354,705,0.231,6.1,68.0,2024-01-22,Paid Search
CUST0008180,43,Male,Nashik,Maharashtra,Salaried,Sales and Retail,40464,658,0.456,10.6,43.0,2025-01-18,Mobile App
CUST0008181,33,Female,Nashik,Maharashtra,Contract Worker,Construction,12843,498,0.85,4.0,44.0,2026-03-24,Paid Search
CUST0008182,35,Female,Kochi,Kerala,Salaried,Healthcare,33369,633,0.689,4.2,84.0,2025-02-03,Website
CUST0008183,24,Female,Kanpur,Uttar Pradesh,Self-employed,,28173,510,0.164,4.0,57.0,2024-01-15,Mobile App
CUST0008184,31,Male,Durgapur,West Bengal,Self-employed,Other Services,60711,725,0.087,4.6,41.0,2025-05-20,Paid Search
CUST0008185,33,Male,Mumbai,Maharashtra,Salaried,Finance and Accounting,12000,635,0.643,3.3,41.0,2024-10-11,Mobile App
CUST0008186,37,Female,Coimbatore,Tamil Nadu,Salaried,Education,59251,669,0.452,7.4,4.0,2024-02-13,Partner Marketplace
CUST0008187,35,Other,Lucknow,Uttar Pradesh,Contract Worker,Other Services,12000,548,0.688,12.7,55.0,2024-05-22,Website
CUST0008188,36,Female,Kota,Rajasthan,Salaried,Finance and Accounting,67659,732,0.552,3.9,49.0,2026-05-27,Partner Marketplace
CUST0008189,25,Female,Nashik,Maharashtra,Salaried,Healthcare,69524,736,0.422,5.0,81.0,2025-10-06,Mobile App
CUST0008190,46,Female,Madurai,Tamil Nadu,Self-employed,Professional Services,71592,672,0.15,3.0,39.0,2024-05-10,Website
CUST0008191,21,Female,Karimnagar,Telangana,Small Business Owner,Trading,89733,650,0.471,1.0,74.0,2026-05-15,Mobile App
CUST0008192,24,Female,Bhopal,Madhya Pradesh,Salaried,Sales and Retail,84865,693,0.238,4.0,60.0,2026-03-04,Partner Marketplace
CUST0008193,33,Male,Kochi,Kerala,Salaried,Sales and Retail,83351,697,0.263,2.9,123.0,2024-08-16,Referral
CUST0008194,41,Female,Siliguri,West Bengal,Self-employed,Sales and Retail,51543,628,0.602,3.8,25.0,2024-01-18,Mobile App
CUST0008195,30,Male,Guntur,Andhra Pradesh,Salaried,IT and Services,49358,715,0.249,6.3,39.0,2026-02-17,Website
CUST0008196,42,Female,Noida,Uttar Pradesh,Salaried,Healthcare,50142,663,0.219,3.1,50.0,2024-06-30,Paid Search
CUST0008197,33,Female,Saket,Delhi,Salaried,Sales and Retail,55453,703,0.204,9.8,15.0,2024-04-19,Mobile App
CUST0008198,38,Male,Visakhapatnam,Andhra Pradesh,Salaried,Education,52367,570,0.316,1.7,58.0,2025-07-30,Website
CUST0008199,46,Female,Siliguri,West Bengal,Salaried,Manufacturing,41879,694,0.497,4.4,55.0,2025-04-23,Website
CUST0008200,29,Male,Warangal,Telangana,Gig Worker,Freelance Services,43690,684,0.581,6.9,76.0,2024-05-15,Website
CUST0008201,31,Male,Indore,Madhya Pradesh,Self-employed,Small Business,63641,699,0.131,6.3,67.0,2025-06-08,Social Media
CUST0008202,22,Female,Durgapur,West Bengal,Salaried,Education,43695,702,0.139,1.3,65.0,2026-04-11,Mobile App
CUST0008203,45,Male,Karimnagar,Telangana,Salaried,IT and Services,80013,728,0.185,2.1,67.0,2025-07-11,Social Media
CUST0008204,34,Male,Kanpur,Uttar Pradesh,Salaried,Sales and Retail,52524,653,0.688,1.8,66.0,2024-03-20,DSA Agent
CUST0008205,29,Male,Vadodara,Gujarat,Salaried,Sales and Retail,45847,659,0.673,0.5,43.0,2025-12-27,Website
CUST0008206,37,Male,Salem,Tamil Nadu,Gig Worker,Other Services,41898,548,0.622,3.5,105.0,2024-06-03,Website
