loan_id,application_id,customer_id,disbursement_date,principal_amount,interest_rate,tenure_months,emi_amount,loan_status,current_outstanding,days_past_due,default_flag,write_off_flag,closure_date
LOAN00002677,APP00004285,CUST0008527,2026-05-22,73500.0,24.6,24,3908.07,Active,71098.68,0,0,0,
LOAN00002678,APP00004286,CUST0004634,2026-06-07,33000.0,21.99,1,33604.73,Active,33000.0,0,0,0,
LOAN00002679,APP00004287,CUST0024148,2026-05-27,386500.0,24.53,36,15271.26,Active,379129.44,0,0,0,
LOAN00002680,APP00004290,CUST0013317,2025-11-21,47000.0,21.96,3,16243.53,Closed,0.0,0,0,0,2026-02-24
LOAN00002681,APP00004291,CUST0011321,2025-10-23,13000.0,26.99,1,13292.39,Written Off,13186.3,193,1,1,
LOAN00002682,APP00004293,CUST0013385,2025-12-09,244000.0,22.47,18,16093.43,Defaulted,147213.76,122,1,0,
LOAN00002683,APP00004294,CUST0002060,2026-03-17,20500.0,21.55,3,7080.22,Active,6985.1,4,0,0,
LOAN00002684,APP00004295,CUST0022184,2024-05-01,120500.0,27.42,24,6578.5,Closed,0.0,0,0,0,2026-05-10
LOAN00002685,APP00004296,CUST0016926,2025-09-25,25500.0,21.33,6,4518.28,Closed,0.0,0,0,0,2026-04-06
LOAN00002686,APP00004297,CUST0009020,2026-04-25,18000.0,24.66,3,6248.27,Active,6122.46,0,0,0,
LOAN00002687,APP00004301,CUST0018972,2025-10-28,26000.0,18.67,2,13304.17,Closed,0.0,0,0,0,2026-01-02
LOAN00002688,APP00004302,CUST0001076,2026-04-30,56500.0,17.65,1,57331.02,Closed,0.0,0,0,0,2026-06-11
LOAN00002689,APP00004304,CUST0013024,2025-02-15,84000.0,17.73,2,42933.1,Closed,0.0,0,0,0,2025-04-21
LOAN00002690,APP00004307,CUST0011012,2025-11-23,32500.0,20.21,12,3013.89,Active,17823.63,26,0,0,
LOAN00002691,APP00004309,CUST0023582,2026-05-10,12000.0,22.33,2,6167.99,Active,6055.31,0,0,0,
LOAN00002692,APP00004312,CUST0016013,2026-03-22,5500.0,26.43,3,1914.68,Closed,0.0,0,0,0,2026-06-30
LOAN00002693,APP00004315,CUST0004068,2026-03-06,12500.0,22.03,9,1519.47,Active,8558.55,0,0,0,
LOAN00002694,APP00004316,CUST0009250,2024-10-12,21500.0,27.77,3,7500.89,Defaulted,18077.02,109,1,0,
LOAN00002695,APP00004318,CUST0008633,2025-05-14,15500.0,22.64,9,1888.73,Closed,0.0,0,0,0,2026-03-05
LOAN00002696,APP00004319,CUST0000264,2026-05-21,158500.0,24.61,18,10619.59,Active,151130.98,0,0,0,
LOAN00002697,APP00004321,CUST0009552,2026-03-28,164500.0,26.05,18,11137.99,Active,165292.41,36,0,0,
LOAN00002698,APP00004322,CUST0015738,2026-06-30,11000.0,21.5,3,3798.83,Active,11000.0,0,0,0,
LOAN00002699,APP00004324,CUST0010093,2024-06-15,18500.0,20.04,24,941.93,Closed,0.0,0,0,0,2026-06-30
LOAN00002700,APP00004325,CUST0020320,2025-01-04,72500.0,26.79,6,13044.86,Defaulted,36610.59,187,1,0,
LOAN00002701,APP00004326,CUST0007534,2026-05-22,117000.0,30.13,24,6549.63,Active,113388.04,0,0,0,
LOAN00002702,APP00004327,CUST0022973,2026-03-11,60000.0,21.09,6,10624.05,Active,30783.84,0,0,0,
LOAN00002703,APP00004328,CUST0014622,2025-02-18,150500.0,29.76,9,18863.45,Defaulted,39619.41,90,1,0,
LOAN00002704,APP00004329,CUST0000641,2024-11-08,22000.0,24.84,1,22455.4,Closed,0.0,0,0,0,2024-12-22
LOAN00002705,APP00004334,CUST0010850,2026-03-24,86000.0,27.65,12,8284.8,Active,74666.54,19,0,0,
LOAN00002706,APP00004335,CUST0001193,2025-11-27,118000.0,26.22,12,11285.19,Active,52907.9,0,0,0,
LOAN00002707,APP00004336,CUST0001438,2025-10-14,20500.0,21.62,1,20869.34,Closed,0.0,0,0,0,2025-11-23
LOAN00002708,APP00004337,CUST0001003,2024-12-10,145500.0,21.11,24,7484.48,Active,47545.48,10,0,0,
LOAN00002709,APP00004340,CUST0006847,2026-05-13,59500.0,25.24,12,5662.06,Active,55089.42,0,0,0,
LOAN00002710,APP00004341,CUST0021180,2025-08-11,113500.0,26.18,12,10852.61,Active,30470.64,30,0,0,
LOAN00002711,APP00004343,CUST0015266,2026-06-16,30000.0,25.35,6,5376.13,Active,30000.0,0,0,0,
LOAN00002712,APP00004345,CUST0001468,2026-03-31,35500.0,25.25,1,36246.98,Defaulted,34373.88,92,1,0,
LOAN00002713,APP00004346,CUST0019479,2026-06-13,190000.0,25.51,24,10189.27,Active,190000.0,0,0,0,
LOAN00002714,APP00004347,CUST0008214,2026-05-13,33000.0,26.44,6,5931.84,Active,27795.26,0,0,0,
LOAN00002715,APP00004348,CUST0009593,2026-06-25,65000.0,23.43,12,6128.46,Active,65000.0,0,0,0,
LOAN00002716,APP00004352,CUST0014040,2025-01-20,14500.0,20.04,6,2559.87,Closed,0.0,0,0,0,2025-07-21
LOAN00002717,APP00004355,CUST0002674,2025-10-02,8500.0,26.0,3,2956.99,Closed,0.0,0,0,0,2026-01-19
LOAN00002718,APP00004356,CUST0007619,2025-11-08,77000.0,19.88,36,2856.89,Active,65365.64,0,0,0,
LOAN00002719,APP00004357,CUST0012139,2026-03-17,64000.0,28.69,12,6198.01,Active,65315.56,77,0,0,
LOAN00002720,APP00004358,CUST0023364,2026-06-07,291500.0,25.41,18,19645.11,Active,291500.0,0,0,0,
LOAN00002721,APP00004360,CUST0011334,2025-06-15,40500.0,15.82,18,2542.24,Active,14573.67,0,0,0,
LOAN00002722,APP00004362,CUST0018059,2026-02-26,47500.0,16.2,18,2990.17,Active,37912.34,0,0,0,
LOAN00002723,APP00004363,CUST0008028,2026-05-27,468500.0,24.4,36,18479.13,Active,459547.04,0,0,0,
LOAN00002724,APP00004364,CUST0006432,2026-06-09,39000.0,29.07,24,2161.97,Active,39000.0,0,0,0,
LOAN00002725,APP00004365,CUST0008190,2026-04-30,51500.0,20.09,18,3337.53,Active,46507.89,0,0,0,
LOAN00002726,APP00004367,CUST0021732,2026-06-02,50500.0,19.13,18,3249.46,Active,50500.0,0,0,0,
LOAN00002727,APP00004368,CUST0023177,2026-06-07,166000.0,20.65,18,10802.63,Active,166000.0,0,0,0,
LOAN00002728,APP00004369,CUST0014690,2024-07-04,6000.0,28.47,2,3107.18,Defaulted,4502.26,196,1,0,
LOAN00002729,APP00004372,CUST0003382,2025-10-05,76000.0,18.46,2,38879.08,Active,24948.68,5,0,0,
LOAN00002730,APP00004373,CUST0016276,2026-07-01,43500.0,19.1,12,4010.89,Active,43500.0,0,0,0,
LOAN00002731,APP00004376,CUST0014871,2025-10-11,166500.0,26.48,24,9010.47,Active,127530.95,16,0,0,
LOAN00002732,APP00004377,CUST0009703,2026-03-03,17000.0,26.41,12,1627.41,Defaulted,14322.68,124,1,0,
LOAN00002733,APP00004379,CUST0006760,2026-03-08,109500.0,27.12,12,10520.32,Active,107647.82,58,0,0,
LOAN00002734,APP00004381,CUST0019714,2024-10-29,127500.0,27.95,18,8752.62,Closed,0.0,0,0,0,2026-05-18
LOAN00002735,APP00004384,CUST0008408,2026-01-22,39000.0,21.91,18,2561.72,Active,32245.35,15,0,0,
LOAN00002736,APP00004385,CUST0020484,2025-03-11,73000.0,23.41,36,2841.43,Defaulted,60053.3,205,1,0,
LOAN00002737,APP00004386,CUST0013838,2025-12-07,36000.0,20.03,2,18451.92,Closed,0.0,0,0,0,2026-02-12
LOAN00002738,APP00004388,CUST0014462,2026-05-02,7000.0,23.84,3,2426.65,Active,4712.42,0,0,0,
LOAN00002739,APP00004389,CUST0004723,2026-01-12,51500.0,26.11,18,3488.49,Active,41247.8,24,0,0,
LOAN00002740,APP00004390,CUST0006353,2026-06-18,40500.0,15.81,12,3670.96,Active,40500.0,0,0,0,
LOAN00002741,APP00004393,CUST0016286,2026-06-11,109000.0,25.5,9,13433.97,Active,109000.0,0,0,0,
LOAN00002742,APP00004394,CUST0010498,2024-06-11,67000.0,23.87,12,6331.28,Closed,0.0,0,0,0,2025-06-28
LOAN00002743,APP00004398,CUST0005679,2025-06-09,95500.0,23.25,36,3709.23,Active,70655.47,0,0,0,
LOAN00002744,APP00004399,CUST0014355,2025-11-22,57000.0,15.56,6,9935.77,Closed,0.0,0,0,0,2026-06-06
LOAN00002745,APP00004400,CUST0017357,2025-12-19,145500.0,25.92,9,17962.39,Active,51640.37,0,0,0,
LOAN00002746,APP00004401,CUST0018791,2024-09-10,26500.0,18.65,6,4660.0,Closed,0.0,0,0,0,2025-03-12
LOAN00002747,APP00004404,CUST0005154,2024-12-06,48000.0,21.68,12,4485.14,Closed,0.0,0,0,0,2025-12-22
LOAN00002748,APP00004405,CUST0012836,2025-07-13,12500.0,26.93,3,4355.06,Defaulted,12173.72,161,1,0,
LOAN00002749,APP00004407,CUST0019761,2026-06-24,316500.0,26.61,12,30329.31,Active,316500.0,0,0,0,
LOAN00002750,APP00004408,CUST0009293,2026-04-30,12000.0,24.81,2,6186.71,Closed,0.0,0,0,0,2026-06-30
LOAN00002751,APP00004409,CUST0021583,2026-05-24,55000.0,22.74,18,3634.83,Active,52407.42,0,0,0,
LOAN00002752,APP00004411,CUST0007919,2026-01-06,57500.0,25.28,24,3076.95,Active,50685.39,22,0,0,
LOAN00002753,APP00004416,CUST0012417,2026-02-05,67000.0,27.88,12,6461.97,Active,55153.81,56,0,0,
LOAN00002754,APP00004420,CUST0001656,2026-03-29,20000.0,21.41,12,1866.21,Defaulted,15970.42,103,1,0,
LOAN00002755,APP00004421,CUST0022425,2026-05-11,84000.0,17.66,6,14729.89,Active,70506.31,0,0,0,
LOAN00002756,APP00004423,CUST0004652,2026-03-20,110000.0,19.66,9,13245.11,Active,75105.68,0,0,0,
LOAN00002757,APP00004424,CUST0021267,2026-06-30,280500.0,30.21,36,11939.95,Active,280500.0,0,0,0,
LOAN00002758,APP00004425,CUST0007277,2025-11-08,82000.0,29.19,12,7961.31,Active,40638.48,12,0,0,
LOAN00002759,APP00004426,CUST0006116,2026-05-03,38500.0,18.43,1,39091.3,Active,0.0,0,0,0,
LOAN00002760,APP00004427,CUST0015305,2024-05-15,31000.0,17.55,12,2835.45,Closed,0.0,0,0,0,2025-05-24
LOAN00002761,APP00004428,CUST0011043,2026-06-29,26000.0,20.56,9,3141.97,Active,26000.0,0,0,0,
LOAN00002762,APP00004429,CUST0009446,2026-03-15,105500.0,21.88,6,18722.34,Active,54179.36,0,0,0,
LOAN00002763,APP00004430,CUST0005579,2025-03-29,264500.0,24.38,9,32454.33,Closed,0.0,0,0,0,2026-01-16
LOAN00002764,APP00004431,CUST0022874,2026-04-07,28500.0,24.68,2,14691.1,Closed,0.0,0,0,0,2026-06-27
LOAN00002765,APP00004433,CUST0023961,2025-11-14,26500.0,24.46,6,4737.06,Closed,0.0,0,0,0,2026-05-19
LOAN00002766,APP00004435,CUST0004962,2026-06-30,23500.0,24.95,2,12117.71,Active,23500.0,0,0,0,
LOAN00002767,APP00004436,CUST0018961,2026-06-04,42500.0,28.73,24,2348.6,Active,42500.0,0,0,0,
LOAN00002768,APP00004437,CUST0020708,2025-03-07,13500.0,27.41,3,4707.12,Closed,0.0,0,0,0,2025-06-26
LOAN00002769,APP00004440,CUST0004567,2025-09-30,48500.0,23.65,12,4577.93,Active,16722.73,5,0,0,
LOAN00002770,APP00004442,CUST0022369,2025-06-01,117500.0,23.99,24,6211.77,Active,73291.46,39,0,0,
LOAN00002771,APP00004444,CUST0002512,2026-01-05,7000.0,26.61,6,1258.87,Defaulted,4831.77,161,1,0,
LOAN00002772,APP00004446,CUST0016865,2026-06-09,12000.0,21.4,9,1455.02,Active,12000.0,0,0,0,
LOAN00002773,APP00004447,CUST0010053,2026-06-19,41500.0,16.36,3,14212.22,Active,41500.0,0,0,0,
LOAN00002774,APP00004448,CUST0003067,2026-02-01,232000.0,21.55,24,11984.24,Active,199875.86,0,0,0,
LOAN00002775,APP00004449,CUST0004319,2026-01-31,61500.0,18.67,12,5657.95,Active,37251.55,0,0,0,
LOAN00002776,APP00004454,CUST0012391,2025-08-30,71500.0,17.94,3,24549.47,Active,44398.94,9,0,0,
LOAN00002777,APP00004456,CUST0017886,2024-11-26,422500.0,21.89,18,27747.83,Closed,0.0,0,0,0,2026-05-31
LOAN00002778,APP00004457,CUST0024758,2024-09-09,25000.0,19.67,2,12808.18,Closed,0.0,0,0,0,2024-11-10
LOAN00002779,APP00004460,CUST0015052,2026-04-10,146000.0,23.07,12,13740.08,Active,123923.35,0,0,0,
LOAN00002780,APP00004461,CUST0010757,2026-05-05,69500.0,19.21,12,6411.85,Active,64200.73,0,0,0,
LOAN00002781,APP00004462,CUST0002686,2025-03-07,38500.0,18.73,6,6771.73,Defaulted,27267.84,129,1,0,
LOAN00002782,APP00004463,CUST0006312,2026-02-04,86500.0,19.38,12,7987.24,Active,59493.44,0,0,0,
LOAN00002783,APP00004464,CUST0015597,2026-03-10,27000.0,23.74,12,2549.71,Active,25261.82,54,0,0,
LOAN00002784,APP00004466,CUST0002511,2025-08-06,52500.0,24.27,3,18212.6,Closed,0.0,0,0,0,2025-11-12
LOAN00002785,APP00004469,CUST0000868,2025-08-07,66000.0,18.76,1,67031.8,Closed,0.0,0,0,0,2025-09-18
LOAN00002786,APP00004471,CUST0022069,2025-08-24,109500.0,20.56,24,5603.09,Active,69221.28,0,0,0,
LOAN00002787,APP00004472,CUST0011460,2026-02-21,47500.0,22.41,1,48387.06,Closed,0.0,0,0,0,2026-03-22
LOAN00002788,APP00004475,CUST0002646,2026-04-22,49500.0,19.59,12,4575.7,Active,41903.27,0,0,0,
LOAN00002789,APP00004477,CUST0017105,2025-11-05,36500.0,24.35,2,18807.34,Defaulted,29115.47,149,1,0,
LOAN00002790,APP00004478,CUST0013795,2026-02-23,5000.0,26.25,1,5109.37,Written Off,4918.33,271,1,1,
LOAN00002791,APP00004479,CUST0018982,2026-01-10,248000.0,26.99,6,44647.42,Written Off,172401.09,153,1,1,
LOAN00002792,APP00004481,CUST0004904,2024-09-18,133000.0,22.46,24,6930.04,Active,20035.61,0,0,0,
LOAN00002793,APP00004482,CUST0004933,2025-03-19,53500.0,19.61,6,9433.55,Closed,0.0,0,0,0,2025-10-05
LOAN00002794,APP00004484,CUST0005765,2026-03-01,94000.0,24.06,12,8891.33,Active,72555.84,0,0,0,
LOAN00002795,APP00004485,CUST0007438,2026-02-15,16500.0,28.75,18,1139.26,Defaulted,14457.52,180,1,0,
LOAN00002796,APP00004487,CUST0017508,2026-05-12,10000.0,26.67,3,3482.59,Active,6739.66,0,0,0,
LOAN00002797,APP00004490,CUST0000469,2025-11-22,89000.0,18.68,12,8188.35,Active,39097.11,0,0,0,
LOAN00002798,APP00004491,CUST0000749,2026-06-18,196500.0,23.75,12,18557.2,Active,196500.0,0,0,0,
LOAN00002799,APP00004492,CUST0006814,2025-06-28,145500.0,18.27,12,13358.14,Closed,0.0,0,0,0,2026-06-30
LOAN00002800,APP00004493,CUST0001871,2026-04-19,238500.0,24.91,9,29325.78,Active,189244.18,0,0,0,
LOAN00002801,APP00004496,CUST0010546,2025-12-14,8000.0,26.39,6,1437.82,Closed,0.0,0,0,0,2026-06-21
LOAN00002802,APP00004497,CUST0012751,2025-12-25,5500.0,22.91,3,1903.78,Closed,0.0,0,0,0,2026-04-12
LOAN00002803,APP00004501,CUST0001714,2025-03-28,10000.0,27.89,2,5174.98,Closed,0.0,0,0,0,2025-06-13
LOAN00002804,APP00004502,CUST0021974,2026-03-09,24500.0,27.84,18,1680.54,Active,23334.65,36,0,0,
LOAN00002805,APP00004504,CUST0005059,2025-02-16,31000.0,26.18,18,2100.94,Defaulted,4663.88,92,1,0,
LOAN00002806,APP00004505,CUST0021528,2026-06-29,32500.0,20.12,1,33044.92,Active,32500.0,0,0,0,
LOAN00002807,APP00004507,CUST0018339,2026-04-13,26500.0,20.4,1,26950.5,Closed,0.0,0,0,0,2026-05-16
LOAN00002808,APP00004509,CUST0012940,2026-07-01,46500.0,22.39,2,23902.71,Active,46500.0,0,0,0,
LOAN00002809,APP00004510,CUST0016437,2026-04-13,54000.0,25.62,18,3644.81,Active,50875.67,24,0,0,
LOAN00002810,APP00004511,CUST0021400,2025-12-25,47500.0,27.22,24,2588.36,Defaulted,38553.06,139,1,0,
LOAN00002811,APP00004512,CUST0013504,2025-12-10,17500.0,24.43,6,3127.98,Closed,0.0,0,0,0,2026-06-12
LOAN00002812,APP00004513,CUST0016029,2026-06-12,3000.0,27.25,2,1551.28,Active,3000.0,0,0,0,
LOAN00002813,APP00004514,CUST0006055,2025-03-29,263000.0,22.04,12,24620.39,Defaulted,21777.87,145,1,0,
LOAN00002814,APP00004516,CUST0018340,2026-02-02,46000.0,24.55,18,3080.68,Active,37175.38,0,0,0,
LOAN00002815,APP00004517,CUST0017546,2025-08-19,23500.0,29.33,12,2283.21,Active,4404.29,0,0,0,
LOAN00002816,APP00004518,CUST0024469,2026-04-03,8500.0,21.82,6,1508.18,Active,8329.13,49,0,0,
LOAN00002817,APP00004519,CUST0002663,2024-10-26,171500.0,23.92,9,21004.71,Closed,0.0,0,0,0,2025-07-31
LOAN00002818,APP00004520,CUST0004392,2024-08-09,3000.0,22.93,12,282.13,Closed,0.0,0,0,0,2025-08-14
LOAN00002819,APP00004521,CUST0013578,2025-12-29,92000.0,29.22,18,6373.78,Active,68304.06,30,0,0,
LOAN00002820,APP00004522,CUST0008468,2026-04-02,39500.0,16.63,18,2494.61,Active,35578.6,0,0,0,
LOAN00002821,APP00004523,CUST0000369,2026-06-03,177500.0,23.12,9,21670.45,Active,177500.0,0,0,0,
LOAN00002822,APP00004524,CUST0002739,2025-07-09,50500.0,22.75,1,51457.4,Closed,0.0,0,0,0,2025-08-30
LOAN00002823,APP00004525,CUST0017536,2025-11-08,23500.0,22.85,6,4181.8,Closed,0.0,0,0,0,2026-05-18
LOAN00002824,APP00004526,CUST0008336,2025-11-16,13000.0,21.66,6,2305.59,Closed,0.0,0,0,0,2026-05-18
LOAN00002825,APP00004527,CUST0008700,2025-03-03,175500.0,28.49,24,9676.81,Active,77592.37,0,0,0,
LOAN00002826,APP00004529,CUST0018378,2026-06-17,46500.0,21.71,1,47341.26,Active,46500.0,0,0,0,
LOAN00002827,APP00004530,CUST0020669,2026-06-27,27000.0,23.53,2,13898.35,Active,27000.0,0,0,0,
LOAN00002828,APP00004531,CUST0019390,2026-01-30,185500.0,27.61,24,10144.99,Active,178617.89,75,0,0,
LOAN00002829,APP00004532,CUST0009654,2025-11-10,394000.0,22.42,24,20521.8,Active,296548.66,0,0,0,
LOAN00002830,APP00004534,CUST0000337,2026-03-27,52000.0,21.35,1,52925.17,Closed,0.0,0,0,0,2026-05-16
LOAN00002831,APP00004536,CUST0009676,2025-11-08,17500.0,24.69,2,9020.96,Defaulted,9348.45,215,1,0,
LOAN00002832,APP00004537,CUST0018775,2026-06-16,24500.0,20.37,1,24915.89,Active,24500.0,0,0,0,
LOAN00002833,APP00004538,CUST0007693,2025-10-22,60000.0,30.59,18,4197.95,Active,36647.49,0,0,0,
LOAN00002834,APP00004540,CUST0005960,2026-01-02,55500.0,18.06,18,3542.81,Defaulted,46457.52,203,1,0,
LOAN00002835,APP00004541,CUST0007866,2025-06-20,24000.0,27.99,6,4332.82,Closed,0.0,0,0,0,2025-12-22
LOAN00002836,APP00004542,CUST0011402,2026-04-18,35000.0,28.85,18,2418.35,Defaulted,39035.22,154,1,0,
LOAN00002837,APP00004543,CUST0012139,2026-04-11,27000.0,20.95,24,1386.75,Active,25736.16,21,0,0,
LOAN00002838,APP00004544,CUST0014084,2026-07-01,8500.0,23.88,1,8669.15,Active,8500.0,0,0,0,
LOAN00002839,APP00004545,CUST0009131,2025-11-23,47500.0,27.85,12,4580.55,Active,31145.39,39,0,0,
LOAN00002840,APP00004547,CUST0022455,2026-04-04,355500.0,28.2,12,34342.67,Active,302912.43,0,0,0,
LOAN00002841,APP00004548,CUST0016925,2026-02-14,63500.0,24.29,36,2500.97,Active,58487.86,0,0,0,
LOAN00002842,APP00004552,CUST0013372,2026-02-24,135000.0,29.23,24,7494.83,Active,131927.29,46,0,0,
LOAN00002843,APP00004554,CUST0018868,2025-11-15,354500.0,26.53,6,63738.44,Closed,0.0,0,0,0,2026-05-17
LOAN00002844,APP00004557,CUST0021555,2026-06-07,53000.0,20.33,1,53897.91,Active,53000.0,0,0,0,
LOAN00002845,APP00004558,CUST0006420,2025-07-04,26000.0,23.81,1,26515.88,Closed,0.0,0,0,0,2025-08-19
LOAN00002846,APP00004560,CUST0022761,2026-05-11,290500.0,26.5,12,27822.23,Active,269092.98,0,0,0,
LOAN00002847,APP00004561,CUST0019016,2026-06-13,25500.0,25.45,9,3142.19,Active,25500.0,0,0,0,
LOAN00002848,APP00004563,CUST0005197,2025-09-25,342500.0,19.03,24,17269.94,Active,228939.14,0,0,0,
LOAN00002849,APP00004564,CUST0016715,2025-11-21,72000.0,24.39,6,12867.96,Closed,0.0,0,0,0,2026-05-22
LOAN00002850,APP00004566,CUST0007554,2025-07-19,93000.0,25.1,18,6253.4,Active,59215.36,63,0,0,
LOAN00002851,APP00004567,CUST0001255,2026-03-01,37000.0,21.38,12,3451.96,Active,35245.07,41,0,0,
LOAN00002852,APP00004568,CUST0007677,2024-11-21,95500.0,30.52,24,5365.27,Defaulted,31573.86,207,1,0,
LOAN00002853,APP00004569,CUST0003500,2025-10-29,17000.0,23.03,1,17326.26,Closed,0.0,0,0,0,2025-12-04
LOAN00002854,APP00004572,CUST0021954,2025-04-07,43500.0,19.49,1,44206.51,Closed,0.0,0,0,0,2025-05-19
LOAN00002855,APP00004573,CUST0004790,2026-03-03,20500.0,24.28,18,1370.2,Active,17575.37,0,0,0,
LOAN00002856,APP00004574,CUST0010242,2025-03-18,29000.0,20.57,3,9999.95,Closed,0.0,0,0,0,2025-06-21
LOAN00002857,APP00004579,CUST0014425,2024-07-24,85000.0,18.58,1,86316.08,Closed,0.0,0,0,0,2024-09-04
LOAN00002858,APP00004585,CUST0005410,2025-10-06,18500.0,23.19,1,18857.51,Closed,0.0,0,0,0,2025-11-26
LOAN00002859,APP00004587,CUST0000957,2026-06-20,8500.0,23.73,2,4376.48,Active,8500.0,0,0,0,
LOAN00002860,APP00004588,CUST0019215,2026-05-30,6500.0,18.03,6,1141.01,Active,5456.65,0,0,0,
LOAN00002861,APP00004591,CUST0017928,2024-12-10,62000.0,25.28,18,4174.42,Closed,0.0,0,0,0,2026-06-10
LOAN00002862,APP00004595,CUST0004892,2026-02-02,63000.0,16.22,6,11002.29,Active,21566.37,0,0,0,
LOAN00002863,APP00004596,CUST0019225,2025-09-14,204500.0,27.64,18,14007.06,Active,112691.49,0,0,0,
LOAN00002864,APP00004601,CUST0008415,2026-04-13,71500.0,17.51,1,72543.3,Closed,0.0,0,0,0,2026-05-22
LOAN00002865,APP00004603,CUST0015910,2026-05-26,203000.0,25.68,12,19361.02,Active,187983.18,0,0,0,
LOAN00002866,APP00004605,CUST0022831,2025-12-07,115000.0,24.59,24,6114.09,Active,102525.67,31,0,0,
LOAN00002867,APP00004606,CUST0002679,2026-06-09,61000.0,27.93,6,11010.74,Active,61000.0,0,0,0,
LOAN00002868,APP00004607,CUST0003295,2026-06-28,188000.0,20.46,12,17456.7,Active,188000.0,0,0,0,
LOAN00002869,APP00004611,CUST0019895,2026-06-05,39000.0,18.79,6,6860.84,Active,39000.0,0,0,0,
LOAN00002870,APP00004612,CUST0003442,2026-01-22,233000.0,26.11,18,15782.89,Active,177051.72,0,0,0,
LOAN00002871,APP00004617,CUST0022831,2025-06-01,190500.0,22.14,12,17842.57,Defaulted,35226.02,207,1,0,
LOAN00002872,APP00004619,CUST0010790,2026-02-18,30000.0,23.07,2,15433.94,Defaulted,17287.22,149,1,0,
LOAN00002873,APP00004621,CUST0022535,2026-04-12,319000.0,29.22,36,13406.13,Active,307585.74,0,0,0,
LOAN00002874,APP00004624,CUST0008455,2024-04-06,24000.0,24.08,24,1269.86,Closed,0.0,0,0,0,2026-04-21
LOAN00002875,APP00004626,CUST0017535,2025-12-21,44500.0,23.66,6,7936.8,Closed,0.0,0,0,0,2026-06-30
LOAN00002876,APP00004627,CUST0008078,2026-02-12,35500.0,19.43,6,6256.46,Active,16767.6,5,0,0,
LOAN00002877,APP00004628,CUST0003943,2025-12-04,20000.0,24.04,3,6935.54,Active,6611.01,29,0,0,
LOAN00002878,APP00004629,CUST0006164,2026-01-06,33000.0,20.1,3,11370.54,Closed,0.0,0,0,0,2026-04-20
LOAN00002879,APP00004632,CUST0015058,2026-04-09,316000.0,24.25,12,29919.08,Active,318113.46,33,0,0,
LOAN00002880,APP00004633,CUST0000504,2026-06-25,24500.0,24.53,9,3007.96,Active,24500.0,0,0,0,
LOAN00002881,APP00004635,CUST0013939,2025-09-29,37000.0,22.89,3,12806.81,Closed,0.0,0,0,0,2026-01-13
LOAN00002882,APP00004636,CUST0001536,2026-05-10,54000.0,16.65,6,9442.08,Active,45307.17,0,0,0,
LOAN00002883,APP00004637,CUST0017582,2025-10-20,25500.0,27.57,3,8893.53,Defaulted,16729.43,106,1,0,
LOAN00002884,APP00004638,CUST0014050,2026-03-29,8500.0,23.09,3,2943.06,Defaulted,8117.89,192,1,0,
LOAN00002885,APP00004641,CUST0013627,2025-11-01,19000.0,25.29,2,9801.36,Closed,0.0,0,0,0,2026-01-22
LOAN00002886,APP00004642,CUST0017451,2026-05-01,17000.0,22.93,2,8744.4,Active,8580.44,0,0,0,
LOAN00002887,APP00004643,CUST0008986,2026-01-19,23000.0,29.17,9,2876.1,Active,16956.92,76,0,0,
LOAN00002888,APP00004644,CUST0016352,2025-07-09,36500.0,19.08,9,4384.75,Closed,0.0,0,0,0,2026-04-27
LOAN00002889,APP00004645,CUST0008222,2025-10-25,244000.0,30.96,9,30727.12,Active,29954.32,0,0,0,
LOAN00002890,APP00004646,CUST0006756,2025-03-10,19000.0,21.76,2,9759.17,Closed,0.0,0,0,0,2025-05-23
LOAN00002891,APP00004647,CUST0004805,2025-10-18,69000.0,21.08,12,6427.5,Active,24619.38,0,0,0,
LOAN00002892,APP00004648,CUST0011368,2025-03-25,16000.0,23.78,6,2854.65,Active,4132.32,0,0,0,
LOAN00002893,APP00004649,CUST0024503,2026-03-18,50500.0,18.38,1,51273.49,Closed,0.0,0,0,0,2026-05-08
LOAN00002894,APP00004650,CUST0010068,2026-01-22,29000.0,24.24,1,29585.8,Closed,0.0,0,0,0,2026-02-27
LOAN00002895,APP00004651,CUST0009042,2026-01-18,83000.0,19.81,12,7681.12,Active,53358.98,1,0,0,
LOAN00002896,APP00004652,CUST0000993,2026-03-31,28500.0,27.51,3,9938.87,Closed,0.0,0,0,0,2026-06-30
LOAN00002897,APP00004658,CUST0008233,2025-06-07,38000.0,20.9,1,38661.83,Closed,0.0,0,0,0,2025-07-25
LOAN00002898,APP00004659,CUST0001573,2026-03-25,36500.0,25.73,12,3482.06,Defaulted,29337.73,196,1,0,
LOAN00002899,APP00004660,CUST0018821,2024-04-12,67000.0,18.26,1,68019.52,Closed,0.0,0,0,0,2024-05-18
LOAN00002900,APP00004661,CUST0007855,2025-11-04,219500.0,22.59,24,11451.31,Active,165279.46,0,0,0,
LOAN00002901,APP00004662,CUST0021703,2025-09-16,10000.0,24.62,3,3471.04,Closed,0.0,0,0,0,2025-12-23
LOAN00002902,APP00004664,CUST0009767,2026-03-16,34000.0,17.8,6,5964.47,Active,17375.41,0,0,0,
LOAN00002903,APP00004665,CUST0013940,2026-06-07,249500.0,21.78,9,30298.32,Active,249500.0,0,0,0,
