loan_id,application_id,customer_id,state,city,gender,employment_type,occupation_category,income_band,monthly_income,credit_score,debt_to_income_ratio,acquisition_channel,loan_product,purpose_category,risk_band,underwriting_score,disbursement_date,principal_amount,interest_rate,tenure_months,emi_amount,loan_status,current_outstanding,days_past_due,delinquency_bucket,default_flag,write_off_flag,total_due_amount,total_paid_amount,repayment_completion_rate,missed_payment_count,partial_payment_count,late_payment_count,avg_days_late,max_days_late,pd_score,lgd,ead,expected_credit_loss,par30_flag,par60_flag,par90_flag,risk_priority_score,risk_priority_band,total_contact_attempts,total_recovered_amount,promise_to_pay_count,last_action_date,last_contact_attempt_number,expected_recoverable_value,collections_priority_score,recommended_next_action
LOAN00000710,APP00001158,CUST0008142,West Bengal,Siliguri,Female,Salaried,Healthcare,Low Income,12000,624,0.501,Mobile App,Personal Loan,Medical Expense,Critical,30.23,2026-03-07,36000.0,29.34,12,3497.86,Defaulted,27478.12,146,Default,1,0,34978.6,10493.58,0.3,0,0,1,1.4,14,0.55,0.68,27478.12,10276.82,1,1,1,65.54,High Priority,4.0,4283.95,0.0,2026-06-20,4.0,8793.0,46.14,Settlement offer / legal review
LOAN00014232,APP00022967,CUST0014195,Rajasthan,Jodhpur,Male,Small Business Owner,Retail Business,Mass Market,44798,609,0.423,Mobile App,Business Micro-loan,Inventory Purchase,Critical,17.07,2024-11-05,165500.0,30.07,18,11536.2,Defaulted,19948.98,172,Default,1,0,207651.6,125140.72,0.6026,6,2,7,39.0,118,0.55,0.68,19948.98,7460.92,1,1,1,65.32,High Priority,26.0,87642.99,2.0,2026-06-18,26.0,7149.71,46.13,Settlement offer / legal review
LOAN00019906,APP00032215,CUST0016430,Tamil Nadu,Coimbatore,Female,Salaried,Manufacturing,Mass Market,44603,691,0.325,Website,Personal Loan,Emergency Expense,High,54.58,2024-10-07,101500.0,25.41,24,5438.11,Defaulted,37301.29,165,Default,1,0,108762.2,76052.09,0.6993,3,5,7,28.6,108,0.55,0.68,37301.29,13950.68,1,1,1,65.82,High Priority,20.0,9244.27,2.0,2026-05-22,20.0,13368.78,46.13,Settlement offer / legal review
LOAN00008206,APP00013150,CUST0003131,Madhya Pradesh,Jabalpur,Male,Gig Worker,Freelance Services,Low Income,23930,580,0.569,DSA Agent,Business Micro-loan,Equipment Purchase,Critical,0.0,2024-08-11,67000.0,30.58,12,6550.77,Defaulted,27030.65,162,Default,1,0,78609.24,62229.590000000004,0.7916,2,2,5,30.083333333333332,117,0.697,0.68,27030.65,12811.45,1,1,1,72.14,High Priority,29.0,34585.06,1.0,2026-06-26,29.0,9168.8,46.12,Settlement offer / legal review
LOAN00001516,APP00002419,CUST0022254,Karnataka,Mysuru,Male,Gig Worker,Delivery and Mobility,Mass Market,40000,576,0.651,Website,Consumer Durable Loan,Home Appliance,Critical,0.0,2026-02-26,21000.0,24.46,6,3753.89,Defaulted,13735.93,177,Default,1,0,18769.45,11261.67,0.6,1,0,0,6.4,31,0.5715,0.68,13735.93,5338.06,1,1,1,66.11,High Priority,9.0,19078.52,1.0,2026-06-23,9.0,4659.23,46.12,Settlement offer / legal review
LOAN00016575,APP00026811,CUST0024796,Rajasthan,Jodhpur,Female,Salaried,Manufacturing,Low Income,15709,557,0.582,Referral,Consumer Durable Loan,Furniture,Critical,29.24,2024-10-04,12000.0,25.4,9,1478.38,Defaulted,4148.1,135,Default,1,0,13305.420000000002,6515.99,0.4897,3,3,2,47.333333333333336,117,0.55,0.68,4148.1,1551.39,1,1,1,64.87,High Priority,31.0,5823.71,5.0,2026-05-26,31.0,1566.32,46.12,Settlement offer / legal review
LOAN00016805,APP00027181,CUST0021543,West Bengal,Durgapur,Female,Small Business Owner,Retail Business,Upper Mass,54300,669,0.305,Partner Marketplace,Business Micro-loan,Working Capital,Critical,29.92,2025-11-08,200000.0,31.21,12,19616.66,Defaulted,160309.05,130,Default,1,0,176549.94,78340.56,0.4437,2,2,2,19.88888888888889,47,0.55,0.68,160309.05,59955.58,1,1,1,69.34,High Priority,11.0,112443.19,1.0,2026-06-24,11.0,54376.83,46.11,Settlement offer / legal review
LOAN00021606,APP00034862,CUST0002198,Andhra Pradesh,Vijayawada,Male,Contract Worker,Manufacturing,Mass Market,38948,587,0.85,Website,Personal Loan,Family Event,Critical,5.19,2026-02-20,27000.0,27.53,12,2599.46,Defaulted,23696.71,123,Default,1,0,18196.22,5198.92,0.2857,1,1,2,19.0,75,0.6764,0.68,23696.71,10899.35,1,1,1,71.12,High Priority,5.0,0.0,1.0,2026-05-30,5.0,8037.92,46.1,Settlement offer / legal review
LOAN00009340,APP00014944,CUST0004008,Telangana,Warangal,Male,Salaried,Sales and Retail,Mass Market,31019,611,0.396,Referral,Personal Loan,Education,High,52.29,2026-03-24,83500.0,24.6,6,14932.07,Defaulted,94764.62,113,Default,1,0,74660.35,26594.86,0.3562,1,1,1,31.4,79,0.55,0.68,94764.62,35441.97,1,1,1,67.46,High Priority,5.0,0.0,1.0,2026-06-27,5.0,32144.16,46.1,Settlement offer / legal review
LOAN00015000,APP00024226,CUST0015881,Rajasthan,Udaipur,Female,Salaried,Healthcare,Upper Mass,71058,733,0.249,DSA Agent,Salary Advance,Rent Payment,Medium,65.61,2025-10-16,15500.0,20.91,3,5347.76,Defaulted,5145.99,143,Default,1,0,16043.28,5347.76,0.3333,2,0,0,54.666666666666664,94,0.55,0.68,5145.99,1924.6,1,1,1,64.9,High Priority,6.0,185.14,2.0,2026-05-07,6.0,1844.32,46.09,Settlement offer / legal review
LOAN00010481,APP00016802,CUST0008247,Uttar Pradesh,Noida,Male,Self-employed,Sales and Retail,Affluent,124624,662,0.226,Referral,Personal Loan,Travel,Critical,44.11,2025-06-21,300000.0,26.61,36,12184.88,Defaulted,265987.29,102,Default,1,0,268067.36,109663.92,0.4091,3,0,4,13.0,72,0.55,0.68,265987.29,99479.25,1,1,1,72.36,High Priority,14.0,47229.17,0.0,2026-06-14,14.0,85115.93,46.09,Settlement offer / legal review
LOAN00001191,APP00001914,CUST0005469,Karnataka,Bengaluru,Female,Small Business Owner,Retail Business,Upper Mass,94176,631,0.413,Social Media,Salary Advance,Emergency Expense,High,47.07,2026-03-06,20000.0,23.85,2,10299.1,Defaulted,8330.82,136,Default,1,0,20598.2,15924.48,0.7731,0,1,0,12.5,23,0.55,0.68,8330.82,3115.73,1,1,1,64.99,High Priority,2.0,683.66,0.0,2026-06-21,2.0,2665.86,46.09,Settlement offer / legal review
LOAN00014235,APP00022972,CUST0010564,Kerala,Kozhikode,Male,Salaried,Healthcare,Mass Market,28222,656,0.216,Mobile App,Personal Loan,Emergency Expense,High,53.99,2026-03-27,52000.0,24.88,18,3490.91,Defaulted,53870.53,161,Default,1,0,38400.009999999995,1087.81,0.0283,2,1,0,11.909090909090908,75,0.55,0.68,53870.53,20147.58,1,1,1,66.29,High Priority,7.0,1925.41,0.0,2026-06-15,7.0,17238.57,46.09,Settlement offer / legal review
LOAN00020936,APP00033779,CUST0012260,Uttar Pradesh,Kanpur,Female,Salaried,Healthcare,Low Income,12009,697,0.251,Website,Personal Loan,Travel,Critical,43.53,2024-09-28,22500.0,28.6,6,4068.95,Defaulted,4534.51,149,Default,1,0,24413.699999999997,14856.42,0.6085,1,2,1,30.5,110,0.55,0.68,4534.51,1695.91,1,1,1,64.88,High Priority,29.0,20521.1,4.0,2026-06-23,29.0,1712.23,46.08,Settlement offer / legal review
LOAN00007367,APP00011850,CUST0020331,Karnataka,Mysuru,Female,Salaried,Manufacturing,Upper Mass,61727,693,0.636,Website,Consumer Durable Loan,Home Appliance,Critical,41.6,2024-06-13,43000.0,25.68,12,4101.1,Defaulted,8213.12,133,Default,1,0,49213.200000000004,29035.93,0.59,4,2,3,42.75,113,0.55,0.68,8213.12,3071.71,1,1,1,64.99,High Priority,31.0,21529.06,8.0,2026-06-19,31.0,3101.27,46.07,Settlement offer / legal review
LOAN00017437,APP00028225,CUST0011729,Kerala,Thrissur,Male,Self-employed,Small Business,Upper Mass,59638,596,0.85,Social Media,Personal Loan,Home Improvement,Critical,19.72,2025-11-18,55000.0,27.09,24,2993.42,Defaulted,50388.51,146,Default,1,0,56874.98,19594.15,0.3445,0,1,4,8.736842105263158,60,0.5821,0.68,50388.51,19945.18,1,1,1,67.64,High Priority,9.0,7717.63,2.0,2026-05-12,9.0,18059.24,46.07,Settlement offer / legal review
LOAN00006192,APP00009993,CUST0010168,Madhya Pradesh,Jabalpur,Female,Salaried,IT and Services,Upper Mass,82814,619,0.341,DSA Agent,Personal Loan,Travel,Critical,42.39,2025-08-02,137000.0,27.28,12,13173.11,Defaulted,34771.77,187,Default,1,0,131731.1,71997.81,0.5466,3,2,4,42.8,114,0.55,0.68,34771.77,13004.64,1,1,1,65.75,High Priority,10.0,922.98,1.0,2026-06-15,10.0,11794.58,46.07,Settlement offer / legal review
LOAN00006230,APP00010052,CUST0009625,Andhra Pradesh,Tirupati,Male,Small Business Owner,Small Business,Affluent,150342,724,0.29,Mobile App,Personal Loan,Medical Expense,Medium,68.12,2026-04-19,166500.0,22.11,24,8646.76,Defaulted,147277.16,109,Default,1,0,121054.64,17293.52,0.1429,0,0,0,0.0,0,0.55,0.68,147277.16,55081.66,1,1,1,68.97,High Priority,7.0,52069.56,1.0,2026-06-11,7.0,49956.41,46.07,Settlement offer / legal review
LOAN00014536,APP00023451,CUST0004113,Rajasthan,Kota,Male,Salaried,Manufacturing,Mass Market,42600,709,0.504,Website,Personal Loan,Education,High,50.85,2025-07-31,137500.0,25.36,9,16937.12,Defaulted,34731.6,211,Default,1,0,152434.08,74906.26,0.4914,4,1,2,52.77777777777778,117,0.55,0.68,34731.6,12989.62,1,1,1,65.74,High Priority,16.0,3333.44,1.0,2026-06-28,16.0,11780.96,46.07,Settlement offer / legal review
LOAN00000017,APP00000024,CUST0010105,Maharashtra,Nagpur,Female,Salaried,Education,Upper Mass,63321,630,0.622,Paid Search,Salary Advance,Festival Expense,Critical,35.46,2025-10-17,20500.0,26.83,1,20958.35,Defaulted,20232.8,157,Default,1,0,20958.35,0.0,0.0,1,0,0,102.0,102,0.55,0.68,20232.8,7567.07,1,1,1,65.33,High Priority,13.0,6575.83,3.0,2026-06-25,13.0,7639.91,46.07,Settlement offer / legal review
LOAN00007364,APP00011847,CUST0018027,Rajasthan,Jaipur,Male,Salaried,Manufacturing,Mass Market,43266,597,0.688,Partner Marketplace,Salary Advance,Emergency Expense,Critical,41.53,2026-03-17,13000.0,25.88,2,6711.02,Defaulted,12066.26,117,Default,1,0,13422.04,13422.04,1.0,0,0,1,9.0,18,0.55,0.68,12066.26,4512.78,1,1,1,65.1,High Priority,0.0,0.0,0.0,No Prior Contact,0.0,3861.2,46.06,Settlement offer / legal review
LOAN00004869,APP00007780,CUST0011633,Uttar Pradesh,Ghaziabad,Female,Gig Worker,Other Services,Mass Market,41385,595,0.316,Referral,Personal Loan,Emergency Expense,Critical,19.59,2026-03-20,104500.0,27.13,36,4273.53,Defaulted,108649.22,99,Default,1,0,85470.59999999999,4273.53,0.05,2,0,0,7.4,77,0.5854,0.68,108649.22,43250.21,1,1,1,69.45,High Priority,3.0,0.0,0.0,2026-06-08,3.0,34767.75,46.04,Settlement offer / legal review
LOAN00002302,APP00003701,CUST0019582,Karnataka,Mangaluru,Male,Salaried,IT and Services,Mass Market,31362,605,0.784,DSA Agent,Personal Loan,Medical Expense,Critical,12.48,2025-12-04,68500.0,27.34,36,2809.04,Defaulted,60990.2,152,Default,1,0,67416.95999999999,14045.2,0.2083,1,0,1,3.5833333333333335,56,0.55,0.68,60990.2,22810.33,1,1,1,66.5,High Priority,8.0,13365.3,1.0,2026-06-27,8.0,20687.88,46.04,Settlement offer / legal review
LOAN00009935,APP00015898,CUST0022535,Madhya Pradesh,Indore,Male,Salaried,Healthcare,Upper Mass,68267,704,0.317,Mobile App,Salary Advance,Utility Bills,Medium,65.88,2025-11-05,44500.0,22.11,1,45319.91,Defaulted,45632.07,161,Default,1,0,45319.91,0.0,0.0,1,0,0,66.0,66,0.55,0.68,45632.07,17066.39,1,1,1,66.06,High Priority,13.0,23105.42,2.0,2026-05-30,13.0,16354.53,46.04,Settlement offer / legal review
LOAN00017532,APP00028389,CUST0002996,Uttar Pradesh,Noida,Female,Salaried,Education,Mass Market,32582,677,0.439,Partner Marketplace,Salary Advance,Utility Bills,High,57.34,2026-04-25,15000.0,24.93,2,7734.52,Defaulted,16122.02,141,Default,1,0,15469.04,0.0,0.0,1,0,1,45.5,91,0.55,0.68,16122.02,6029.64,1,1,1,65.21,High Priority,3.0,0.0,0.0,2026-06-23,3.0,5159.05,46.02,Settlement offer / legal review
LOAN00013990,APP00022556,CUST0010027,Uttar Pradesh,Noida,Female,Small Business Owner,Food and Hospitality,Affluent,111717,660,0.673,Mobile App,Personal Loan,Travel,High,46.64,2026-01-31,99000.0,24.85,6,17716.33,Defaulted,29414.31,153,Default,1,0,88581.65000000001,34300.340000000004,0.3872,2,2,0,37.6,109,0.55,0.68,29414.31,11000.95,1,1,1,65.59,High Priority,12.0,44530.35,3.0,2026-06-18,12.0,11106.84,46.02,Settlement offer / legal review
LOAN00008273,APP00013255,CUST0001184,Karnataka,Hubballi,Male,Gig Worker,Transport and Logistics,Mass Market,35510,550,0.258,Mobile App,Personal Loan,Family Event,Critical,17.21,2025-10-05,47500.0,27.81,18,3257.48,Defaulted,37005.96,116,Default,1,0,35832.28,20196.86,0.5636,1,1,4,27.818181818181817,119,0.5854,0.68,37005.96,14731.04,1,1,1,67.4,High Priority,15.0,17822.97,5.0,2026-06-16,15.0,13973.45,46.02,Settlement offer / legal review
LOAN00013992,APP00022559,CUST0005922,Karnataka,Hubballi,Male,Contract Worker,Construction,Mass Market,41046,694,0.276,Mobile App,Salary Advance,Utility Bills,High,55.7,2026-03-03,15500.0,23.93,1,15809.1,Defaulted,12361.66,209,Default,1,0,15809.1,15809.1,1.0,0,0,1,28.0,28,0.55,0.68,12361.66,4623.26,1,1,1,65.1,High Priority,9.0,351.24,1.0,2026-06-24,9.0,4193.08,46.02,Settlement offer / legal review
LOAN00003975,APP00006342,CUST0011964,Telangana,Karimnagar,Female,Self-employed,Small Business,Upper Mass,62334,716,0.628,Mobile App,Business Micro-loan,Equipment Purchase,Critical,42.38,2026-04-10,79500.0,31.75,12,7818.82,Defaulted,79422.07,107,Default,1,0,70369.38,7818.82,0.1111,1,0,1,9.0,67,0.55,0.68,79422.07,29703.85,1,1,1,67.02,High Priority,2.0,0.0,0.0,2026-06-27,2.0,25415.06,46.01,Settlement offer / legal review
LOAN00000640,APP00001038,CUST0015286,Kerala,Thrissur,Male,Small Business Owner,Food and Hospitality,Affluent,107847,663,0.155,Website,Salary Advance,Emergency Expense,Medium,63.87,2025-11-02,41500.0,20.27,3,14303.28,Defaulted,33264.24,204,Default,1,0,42909.840000000004,14303.28,0.3333,2,0,0,52.666666666666664,89,0.55,0.68,33264.24,12440.83,1,1,1,65.7,High Priority,13.0,26086.11,1.0,2026-06-30,13.0,11283.23,45.99,Settlement offer / legal review
LOAN00004357,APP00006978,CUST0015199,Karnataka,Bengaluru,Male,Gig Worker,Other Services,Mass Market,27575,610,0.85,Referral,Personal Loan,Home Improvement,Critical,0.0,2026-03-14,81000.0,27.77,12,7807.87,Defaulted,57492.35,147,Default,1,0,62462.96,20107.07,0.3219,0,1,0,2.125,14,0.5717,0.68,57492.35,22350.5,1,1,1,67.37,High Priority,6.0,0.0,0.0,2026-06-14,6.0,18397.55,45.99,Settlement offer / legal review
LOAN00020466,APP00033054,CUST0024351,Maharashtra,Mumbai,Male,Self-employed,Transport and Logistics,Upper Mass,95966,703,0.099,Social Media,Business Micro-loan,Inventory Purchase,High,54.93,2024-10-11,417500.0,25.59,24,22406.39,Defaulted,178764.37,93,Default,1,0,470534.19,241894.97,0.5141,7,4,7,36.142857142857146,91,0.55,0.68,178764.37,66857.87,1,1,1,69.87,High Priority,23.0,105355.91,3.0,2026-04-27,23.0,67501.43,45.99,Settlement offer / legal review
LOAN00016540,APP00026751,CUST0000137,Uttar Pradesh,Lucknow,Female,Salaried,Sales and Retail,Upper Mass,53491,708,0.333,Mobile App,Personal Loan,Home Improvement,Medium,63.34,2026-02-20,106000.0,21.13,18,6922.62,Defaulted,101423.25,121,Default,1,0,76148.81999999999,9645.77,0.1267,1,1,2,13.727272727272727,101,0.55,0.68,101423.25,37932.3,1,1,1,67.65,High Priority,8.0,14412.2,2.0,2026-06-18,8.0,36350.09,45.98,Settlement offer / legal review
LOAN00012218,APP00019690,CUST0009508,Madhya Pradesh,Gwalior,Male,Salaried,Manufacturing,Mass Market,44287,647,0.357,DSA Agent,Personal Loan,Travel,Critical,36.44,2025-09-15,111000.0,28.09,12,10717.05,Defaulted,56125.13,142,Default,1,0,96453.45,38690.299999999996,0.4011,3,3,2,43.0,108,0.55,0.68,56125.13,20990.8,1,1,1,66.36,High Priority,15.0,35853.86,3.0,2026-06-07,15.0,21192.85,45.98,Settlement offer / legal review
LOAN00008914,APP00014298,CUST0010803,Telangana,Warangal,Female,Salaried,Finance and Accounting,Low Income,23832,651,0.157,DSA Agent,Personal Loan,Home Improvement,High,48.74,2026-04-19,78500.0,24.38,36,3095.46,Defaulted,59173.49,112,Default,1,0,61909.2,3095.46,0.05,0,0,2,0.7,14,0.55,0.68,59173.49,22130.89,1,1,1,66.44,High Priority,5.0,8437.73,2.0,2026-06-29,5.0,21207.78,45.98,Settlement offer / legal review
LOAN00016091,APP00025995,CUST0019490,Gujarat,Rajkot,Male,Salaried,Manufacturing,Upper Mass,53348,733,0.667,Referral,Personal Loan,Education,Medium,63.29,2026-01-04,60000.0,22.24,12,5622.6,Defaulted,35982.56,150,Default,1,0,56226.0,20050.370000000003,0.3566,1,1,0,6.0,60,0.55,0.68,35982.56,13457.48,1,1,1,65.78,High Priority,5.0,0.0,0.0,2026-05-11,5.0,11514.42,45.97,Settlement offer / legal review
LOAN00018673,APP00030227,CUST0013415,Rajasthan,Jodhpur,Female,Contract Worker,Operations Support,Low Income,24433,590,0.85,Mobile App,Personal Loan,Home Improvement,Critical,0.16,2025-09-10,28000.0,28.04,24,1537.45,Defaulted,22730.46,210,Default,1,0,29211.55,12691.28,0.4345,0,2,4,6.894736842105263,42,0.6764,0.68,22730.46,10454.92,1,1,1,71.09,High Priority,11.0,15084.76,0.0,2026-06-23,11.0,7273.75,45.96,Settlement offer / legal review
LOAN00010289,APP00016498,CUST0022713,Uttar Pradesh,Ghaziabad,Female,Salaried,Healthcare,Affluent,124110,585,0.421,Partner Marketplace,Salary Advance,Festival Expense,Critical,44.44,2025-12-07,28000.0,27.43,1,28640.03,Defaulted,25310.65,182,Default,1,0,28640.03,28640.03,1.0,0,0,0,0.0,0,0.55,0.68,25310.65,9466.18,1,1,1,65.47,High Priority,8.0,3606.55,0.0,2026-05-15,8.0,8099.41,45.94,Settlement offer / legal review
LOAN00017194,APP00027806,CUST0018540,West Bengal,Siliguri,Female,Salaried,Education,Mass Market,32611,623,0.503,Mobile App,Salary Advance,Emergency Expense,Critical,44.93,2025-11-21,8000.0,27.32,3,2789.0,Defaulted,3051.58,182,Default,1,0,8367.0,8367.0,1.0,0,0,3,36.0,43,0.55,0.68,3051.58,1141.29,1,1,1,64.84,High Priority,7.0,1440.74,0.0,2026-06-29,7.0,976.51,45.91,Settlement offer / legal review
LOAN00012696,APP00020477,CUST0019466,Rajasthan,Kota,Male,Small Business Owner,Small Business,Upper Mass,73730,666,0.207,Paid Search,Personal Loan,Family Event,Critical,37.94,2026-01-28,124000.0,26.21,12,11858.41,Defaulted,97711.6,119,Default,1,0,83008.87,23716.82,0.2857,3,0,1,39.142857142857146,107,0.55,0.68,97711.6,36544.14,1,1,1,67.55,High Priority,6.0,0.0,1.0,2026-06-24,6.0,33143.77,45.9,Settlement offer / legal review
LOAN00004851,APP00007744,CUST0022197,Telangana,Karimnagar,Male,Small Business Owner,Small Business,Mass Market,36493,689,0.113,DSA Agent,Consumer Durable Loan,Mobile Phone,Medium,66.12,2026-03-21,62500.0,19.2,6,11007.72,Defaulted,56755.56,144,Default,1,0,55038.6,22015.44,0.4,1,0,1,27.8,113,0.55,0.68,56755.56,21226.58,1,1,1,66.37,High Priority,7.0,16697.03,1.0,2026-06-18,7.0,19251.49,45.89,Settlement offer / legal review
LOAN00005503,APP00008843,CUST0024680,Delhi,Dwarka,Male,Salaried,Healthcare,Mass Market,48056,651,0.219,Social Media,Consumer Durable Loan,Laptop,High,55.16,2025-04-09,40500.0,21.66,9,4915.81,Defaulted,15936.15,143,Default,1,0,44242.29,30153.7,0.6816,2,3,3,38.111111111111114,85,0.55,0.68,15936.15,5960.12,1,1,1,65.21,High Priority,21.0,4736.38,4.0,2026-05-31,21.0,6017.49,45.89,Settlement offer / legal review
LOAN00001709,APP00002736,CUST0009739,Telangana,Hyderabad,Male,Contract Worker,Operations Support,Mass Market,34251,641,0.225,Referral,Personal Loan,Family Event,High,53.56,2026-01-11,32500.0,25.74,18,2195.55,Defaulted,24399.8,108,Default,1,0,28542.15,5902.93,0.2068,1,2,2,10.923076923076923,75,0.55,0.68,24399.8,9125.53,1,1,1,65.45,High Priority,3.0,21061.800000000003,2.0,2026-03-30,3.0,8744.89,45.89,Settlement offer / legal review
LOAN00020779,APP00033547,CUST0005946,Gujarat,Ahmedabad,Male,Salaried,Finance and Accounting,Upper Mass,72541,688,0.459,DSA Agent,Personal Loan,Family Event,High,52.55,2025-10-25,106000.0,25.39,12,10094.76,Defaulted,50456.31,158,Default,1,0,80758.08,17594.94,0.2179,4,3,1,47.0,89,0.55,0.68,50456.31,18870.66,1,1,1,66.19,High Priority,15.0,50040.67,2.0,2026-06-30,15.0,18083.54,45.89,Settlement offer / legal review
LOAN00000536,APP00000873,CUST0012957,Maharashtra,Pune,Female,Salaried,Manufacturing,Upper Mass,60269,671,0.196,Mobile App,Personal Loan,Emergency Expense,High,47.44,2025-08-13,203500.0,25.44,36,8138.56,Defaulted,148395.11,90,Default,1,0,162771.2,44286.87,0.2721,3,3,2,21.25,118,0.55,0.68,148395.11,55499.77,1,1,1,69.0,High Priority,18.0,227134.35,4.0,2026-06-21,18.0,56033.99,45.89,Escalated call + field follow-up
LOAN00014927,APP00024108,CUST0020234,West Bengal,Kolkata,Female,Small Business Owner,Retail Business,Mass Market,31185,602,0.474,Social Media,Consumer Durable Loan,Furniture,Critical,37.52,2025-04-05,48500.0,26.09,9,5991.5,Defaulted,20632.68,141,Default,1,0,53923.5,40933.62,0.7591,2,1,3,30.88888888888889,102,0.55,0.68,20632.68,7716.62,1,1,1,65.34,High Priority,28.0,9012.619999999999,4.0,2026-06-20,28.0,7790.9,45.87,Settlement offer / legal review
LOAN00007268,APP00011673,CUST0006174,Kerala,Kozhikode,Male,Self-employed,Other Services,Upper Mass,54913,645,0.288,Website,Business Micro-loan,Inventory Purchase,High,50.45,2025-10-01,67000.0,27.16,18,4573.18,Defaulted,47198.78,90,Default,1,0,45731.8,14914.84,0.3261,3,1,4,27.0,98,0.55,0.68,47198.78,17652.34,1,1,1,66.1,High Priority,7.0,35748.700000000004,5.0,2026-06-28,7.0,17822.26,45.86,Escalated call + field follow-up
LOAN00000352,APP00000576,CUST0000729,West Bengal,Howrah,Male,Salaried,Healthcare,Upper Mass,56861,671,0.229,Mobile App,Salary Advance,Rent Payment,High,53.03,2025-04-01,32500.0,23.24,6,5789.69,Defaulted,16736.82,128,Default,1,0,34738.14,16912.05,0.4868,2,3,1,42.0,112,0.55,0.68,16736.82,6259.57,1,1,1,65.23,High Priority,22.0,7625.61,6.0,2026-06-19,22.0,6319.82,45.85,Settlement offer / legal review
LOAN00003879,APP00006189,CUST0014064,Rajasthan,Kota,Male,Salaried,Sales and Retail,Mass Market,44107,715,0.252,Mobile App,Business Micro-loan,Shop Renovation,High,46.17,2025-11-21,72000.0,27.47,9,8943.28,Defaulted,46091.0,145,Default,1,0,62602.96000000001,29023.33,0.4636,3,1,1,30.714285714285715,88,0.55,0.68,46091.0,17238.03,1,1,1,66.07,High Priority,11.0,58951.49,3.0,2026-05-16,11.0,17403.96,45.84,Settlement offer / legal review
LOAN00010189,APP00016332,CUST0018138,Madhya Pradesh,Jabalpur,Female,Salaried,Healthcare,Mass Market,49093,653,0.37,Referral,Consumer Durable Loan,Furniture,High,53.22,2025-11-01,52500.0,21.98,18,3450.25,Defaulted,29249.9,120,Default,1,0,37952.75,13801.0,0.3636,3,0,2,21.545454545454547,102,0.55,0.68,29249.9,10939.46,1,1,1,65.59,High Priority,8.0,22896.170000000002,4.0,2026-06-22,8.0,11044.76,45.83,Settlement offer / legal review
LOAN00020974,APP00033842,CUST0011199,Madhya Pradesh,Jabalpur,Female,Salaried,Manufacturing,Upper Mass,84982,653,0.227,Mobile App,Consumer Durable Loan,Electronics,Medium,63.7,2025-12-26,51000.0,18.07,12,4677.38,Defaulted,33110.58,153,Default,1,0,28064.28,18709.52,0.6667,2,0,2,28.666666666666668,82,0.55,0.68,33110.58,12383.36,1,1,1,65.7,High Priority,7.0,0.0,1.0,2026-05-08,7.0,11231.11,45.83,Settlement offer / legal review
LOAN00008454,APP00013557,CUST0020987,Delhi,New Delhi,Male,Self-employed,Small Business,Affluent,103291,682,0.155,Website,Personal Loan,Medical Expense,Medium,65.34,2024-10-17,354000.0,22.31,12,33185.25,Defaulted,73231.56,134,Default,1,0,398223.0,331852.5,0.8333,2,0,5,25.583333333333332,88,0.55,0.68,73231.56,27388.6,1,1,1,66.85,High Priority,31.0,372756.73,3.0,2026-06-25,31.0,27652.24,45.82,Settlement offer / legal review
LOAN00019408,APP00031425,CUST0005798,Maharashtra,Pune,Male,Small Business Owner,Trading,Upper Mass,61664,676,0.315,Mobile App,Personal Loan,Home Improvement,High,47.15,2026-01-01,125000.0,25.8,6,22428.82,Defaulted,64346.56,152,Default,1,0,112144.1,49569.119999999995,0.442,1,1,2,24.4,82,0.55,0.68,64346.56,24065.61,1,1,1,66.59,High Priority,11.0,16357.6,2.0,2026-06-14,11.0,23061.81,45.82,Settlement offer / legal review
LOAN00015147,APP00024452,CUST0004006,Karnataka,Bengaluru,Male,Salaried,Manufacturing,Upper Mass,83304,678,0.575,Referral,Personal Loan,Home Improvement,Critical,42.84,2025-11-15,144000.0,26.2,6,25867.0,Defaulted,23181.89,209,Default,1,0,155202.0,45305.31,0.2919,4,1,1,54.666666666666664,94,0.55,0.68,23181.89,8670.03,1,1,1,65.41,High Priority,8.0,23232.08,0.0,2026-05-30,8.0,7418.2,45.82,Settlement offer / legal review
LOAN00011031,APP00017675,CUST0012372,Telangana,Nizamabad,Male,Salaried,Finance and Accounting,Mass Market,42238,665,0.573,DSA Agent,Personal Loan,Debt Consolidation,Critical,34.61,2026-01-22,88000.0,27.52,6,15866.15,Defaulted,67858.23,162,Default,1,0,79330.75,47598.45,0.6,2,0,1,41.6,84,0.55,0.68,67858.23,25378.98,1,1,1,66.69,High Priority,8.0,0.0,0.0,2026-06-23,8.0,21714.63,45.81,Settlement offer / legal review
LOAN00000003,APP00000003,CUST0012800,Telangana,Nizamabad,Male,Gig Worker,Other Services,Mass Market,39563,538,0.777,Partner Marketplace,Personal Loan,Medical Expense,Critical,0.0,2025-12-04,64500.0,28.73,12,6247.7,Defaulted,54455.19,112,Default,1,0,62477.0,28671.5,0.4589,1,1,3,19.7,59,0.7318,0.68,54455.19,27098.21,1,1,1,74.49,High Priority,8.0,32620.58,2.0,2026-06-13,8.0,19516.74,45.8,Settlement offer / legal review
